stop_id,stop_name,stop_lat,stop_lon
40540,Del Ganado Rd & Duran Dr,38.018585,-122.570763
40541,Duran Dr & Del Ganado Rd,38.018471,-122.570801
40542,Del Ganado Rd & Las Ovejas Ave,38.016037,-122.566849
40543,Del Ganado Rd & Las Ovejas Ave,38.016277,-122.566818
40544,Del Ganado Rd & Las Raposas Rd,38.014709,-122.561623
40545,Del Ganado Rd & Las Raposas Rd,38.015003,-122.561836
40548,Freitas Pkwy & Del Ganado Rd,38.012707,-122.558533
40550,Del Ganado Rd & Freitas Pkwy,38.013111,-122.558716
40551,Freitas Pkwy & Las Pavadas Ave,38.011536,-122.555603
40552,Freitas Pkwy & Las Pavadas Ave,38.011837,-122.555412
40553,Freitas Pkwy & Las Gallinas Ave,38.009697,-122.54924
40556,Las Gallinas Ave & Nova Albion Way,38.008488,-122.54921
40562,Las Gallinas Ave & Northgate Dr,38.006638,-122.545685
40563,Las Gallinas Ave & Northgate Dr,38.006756,-122.545753
40564,Las Gallinas Ave @ Northgate Mall,38.004856,-122.541916
40565,Las Gallinas Ave & Northgate Mall,38.004673,-122.541786
40566,Los Ranchitos Rd & Northgate Dr,38.00135,-122.542656
40567,Los Ranchitos Rd & Northgate Dr,38.001068,-122.542358
40571,Los Ranchitos Rd & Golden Hinde Blvd,37.998405,-122.54171
40572,Los Ranchitos Rd & Golden Hinde Blvd,37.998249,-122.541519
40573,Los Ranchitos Rd & Circle Rd,37.994781,-122.541023
40574,Los Ranchitos Rd & Circle Rd,37.994881,-122.540924
40575,Los Ranchitos Rd & Ranch Rd,37.992405,-122.536407
40576,Los Ranchitos Rd & Ranch Rd,37.992523,-122.536598
40577,Las Gallinas Av & Nova Albion Way,38.008133,-122.548752
40579,N San Pedro Rd & Merrydale Rd,37.993629,-122.534203
40580,Merrydale Rd & N San Pedro Rd,37.994228,-122.533974
40581,Hwy 101 @ N San Pedro Rd Bus Pad,37.99514,-122.53315
40582,Hwy 101 @ N San Pedro Rd Bus Pad,37.995491,-122.532692
40606,Lucas Valley Bus Pad-Hwy 101 @ Lucas Valley Rd,38.020519,-122.539833
40607,Lucas Valley Bus Pad-Hwy 101 @ Smith Ranch Rd,38.020069,-122.539154
40608,Lucas Valley Rd & Las Gallinas Ave,38.026428,-122.548531
40609,Lucas Valley Rd & Las Gallinas Ave,38.025726,-122.547218
40610,Lucas Valley Rd & Mt Muir Ct,38.026791,-122.57357
40611,977 Idylberry Rd,38.028992,-122.572502
40612,1137 Idylberry Rd,38.030369,-122.575996
40613,Mt Mckinley Rd & Idylberry Rd,38.033123,-122.581337
40614,Idylberry Rd & Mt Hood Ct,38.031555,-122.579216
40615,120 Mt Lassen Ct,38.028095,-122.568909
40616,Idylberry Rd & Mt Shasta Dr,38.030247,-122.575935
40617,Mt Lassen Dr & Lucas Valley Rd,38.025394,-122.568604
40618,Idylberry Rd & Mt Palomar Ct,38.028587,-122.572067
40619,3194 Lucas Valley Rd,38.02684,-122.573914
40620,Idylberry Rd & Mt Lassen Dr,38.028191,-122.569443
40622,Mt Lassen Dr & Lucas Valley Rd,38.025288,-122.56884
40624,Huckleberry Rd & Appleberry Dr,38.025993,-122.563431
40625,Huckleberry Rd & Appleberry Dr,38.025978,-122.563568
40626,Idylberry Rd & Huckleberry Rd,38.028275,-122.563683
40627,Huckleberry Rd & Idylberry Rd,38.028145,-122.563934
40628,Idylberry Rd & Elderberry Ln,38.028198,-122.559814
40629,Idylberry Rd & Newberry Terrace,38.028324,-122.560219
40630,Idylberry Rd & Danberry Ln,38.028877,-122.557762
40631,Idylberry Rd & Danberry Ln,38.02906,-122.557632
40632,Idylberry Rd & Juniperberry Dr,38.029705,-122.553391
