stop_id,stop_name,stop_lat,stop_lon
3899,CALIFORNIA ST & STOCKTON ST   ,37.792308,-122.407552
3900,CALIFORNIA ST & STOCKTON ST   ,37.792184,-122.407529
3901,CALIFORNIA ST & TAYLOR ST  ,37.791712,-122.412321
3902,CALIFORNIA ST & TAYLOR ST  ,37.791543,-122.412608
3904,CALIFORNIA ST & AVENUE C,37.818326,-122.370139
3905,CALIFORNIA ST & AVENUE D  ,37.818504,-122.369531
3909,CARL ST & COLE ST  ,37.765863,-122.449804
3911,CARL ST & COLE ST  ,37.765745,-122.450131
3912,CARL ST & HILLWAY AVE  ,37.765003,-122.456561
3913,CARL ST & HILLWAY AVE  ,37.764932,-122.456512
3914,CARL ST & STANYAN ST  ,37.765495,-122.45259
3915,CARL ST & STANYAN ST  ,37.765371,-122.452928
3920,CASHMERE ST & HUDSON AVE  ,37.73573,-122.38354
3921,CASHMERE ST & LA SALLE AVE  ,37.73585,-122.38695
3922,CASHMERE ST & WHITNEY YOUNG CIR,37.7366,-122.38588
3923,CABRILLO ST & 6TH AVE  ,37.775451,-122.463975
3924,CABRILLO ST & 47TH AVE  ,37.773421,-122.507767
3925,CABRILLO ST & 47TH AVE  ,37.773287,-122.507985
3927,CABRILLO ST & LA PLAYA ST,37.773527,-122.510002
3930,CESAR CHAVEZ ST & FLORIDA ST  ,37.74823,-122.40976
3931,CESAR CHAVEZ ST & FOLSOM ST  ,37.74834,-122.41398
3932,CESAR CHAVEZ ST & FOLSOM ST  ,37.74815,-122.41382
3934,CESAR CHAVEZ ST & HARRISON ST ,37.7482,-122.41163
3935,CESAR CHAVEZ ST & MISSION ST  ,37.748234,-122.418369
3936,CESAR CHAVEZ ST & SOUTH VAN NESS AVE,37.748305,-122.415756
3940,CHESTNUT ST & DIVISADERO ST  ,37.800051,-122.442746
3941,CHESTNUT ST & FILLMORE ST  ,37.800845,-122.436245
3942,CHESTNUT ST & FILLMORE ST  ,37.800738,-122.436371
3947,CHESTNUT ST & LAGUNA ST  ,37.801486,-122.431475
3948,CHESTNUT ST & LAGUNA ST  ,37.80137,-122.431406
3952,CHESTNUT ST & PIERCE ST  ,37.800506,-122.439352
3953,CHESTNUT ST & PIERCE ST  ,37.80031,-122.439616
3956,CHESTNUT ST & VAN NESS AVE  ,37.802333,-122.424871
3957,CHESTNUT ST & VAN NESS AVE  ,37.802199,-122.424894
3958,CHESTNUT ST & WEBSTER ST  ,37.801103,-122.434502
3959,CHESTNUT ST & WEBSTER ST  ,37.800951,-122.434697
3960,CHICAGO WAY & CORDOVA AVE   ,37.70887,-122.434222
3961,CHICAGO WAY & CORDOVA AVE   ,37.708968,-122.434336
3962,CHICAGO WAY & NAYLOR ST   ,37.709834,-122.432435
3963,CHICAGO WAY & NAYLOR ST   ,37.709628,-122.432504
3964,CHICAGO WAY & SOUTH HILL BLVD  ,37.710565,-122.431381
3965,CHENERY ST & 30TH ST  ,37.74202,-122.42575
3966,CHENERY ST & 30TH ST  ,37.74191,-122.42582
3967,CHENERY ST & CASTRO ST  ,37.7346,-122.43233
3968,CHENERY ST & FAIRMOUNT ST  ,37.7389,-122.42579
3969,CHENERY ST & MATEO ST   ,37.73646,-122.42894
3970,CHENERY ST & MATEO ST   ,37.73633,-122.429
3971,CHENERY ST & MIGUEL ST   ,37.73714,-122.42775
3972,CHENERY ST & MIGUEL ST   ,37.73711,-122.42792
3973,CHENERY ST & NATICK ST  ,37.73458,-122.43191
3974,CHENERY ST & RANDALL ST  ,37.739929,-122.425692
3975,CHENERY ST & RANDALL ST  ,37.739625,-122.425498
3976,CHENERY ST & ROANOKE ST   ,37.73563,-122.4302
3977,CHENERY ST & ROANOKE ST   ,37.73548,-122.43028
3981,CHUMASERO DR & FONT BLVD   ,37.715007,-122.473135
3984,CHURCH ST & 16TH ST  ,37.764621,-122.428722
3985,CHURCH ST & 16TH ST  ,37.764382,-122.428609
3987,CHURCH ST & 18TH ST  ,37.761467,-122.428416
3994,CHURCH ST & 22ND ST  ,37.754785,-122.427659
3995,CHURCH ST & 24TH ST  ,37.7518,-122.427497
3996,CHURCH ST & 24TH ST  ,37.751591,-122.42735
3997,CHURCH ST & 27TH ST  ,37.746985,-122.427073
3998,CHURCH ST & 27TH ST  ,37.746781,-122.426893
3999,CHURCH ST & 29TH ST  ,37.743587,-122.426585
4000,CHURCH ST & 30TH ST   ,37.742222,-122.426459
4002,CHURCH ST & CLIPPER ST  ,37.749388,-122.427289
4003,CHURCH ST & CLIPPER ST  ,37.749182,-122.427122
4004,CHURCH ST & DAY ST  ,37.742811,-122.426654
4005,CHURCH ST & DUBOCE AVE   ,37.769499,-122.429167
4006,CHURCH ST & DUBOCE AVE  ,37.769302,-122.429087
4009,CHURCH ST & MARKET ST  ,37.767777,-122.428881
4015,CLAY ST & DRUMM ST  ,37.795436,-122.396819
4016,CLAY ST & FRANKLIN ST  ,37.791907,-122.424463
4017,CLAY ST & FRONT ST  ,37.795116,-122.399101
4018,CLAY ST & GRANT AVE  ,37.794263,-122.405971
4019,CLAY ST & HYDE ST  ,37.792756,-122.417899
4020,CLAY ST & JONES ST  ,37.793173,-122.414616
4021,CLAY ST & KEARNY ST  ,37.794477,-122.404411
4022,CLAY ST & LARKIN ST  ,37.792526,-122.419589
